Identifier,Place of Publication,Date of Publication,Publisher,Title,Author
870504,Paris,1848,,"Le Grand désert, ou Itinéraire d'une caravane du Sahara au pays des nègres, royaume de Haoussa. [With a map.]","DAUMAS, Melchior Joseph Eugène - and CHANCEL (Ausone de)"
870865,Grenoble,1835,,"Album du Dauphiné, ou Recueil de dessins représentant les sites les plus pittoresques, les villes, bourgs et principaux villages; les églises châteaux et ruines les plus remarquables du Dauphiné, avec les portraits des personnages les plus illustres de cette ancienne province; ouvrage accompagné d'un texte historique et descriptif, par MM. Cassien et Debelle, dessinateurs, et une société de gens de lettres. [With a preface by J. Marigny.]: General Appendix",
871081,London,1846,John Hatchard & Son,"The Bible in Palestine; or, Hints from Scripture, by which to determine the localities of the crucifixion, the transfiguration and other great events of our Saviour's life. Together with notes of a tour through the Holy Land during the summer of 1843","DAUTREY, William Cox - and DAUTREY ( ) Mrs"
871193,London,1820,G. & W. B. Whittaker,"A Statistical, Commercial, and Political Description of Venezuela, Trinidad, Margarita and Tobago ... From the French of M. Lavaysse: with an introduction and explanatory notes, by the editor. [The editor's introduction signed: E. B., i.e. Edward Blaquiere. With a map.]","DAUXION LAVAYSSE, Jean François."
871194,London,1821,G. & W. B. Whittaker,"[A Statistical, Commercial, and Political Description of Venezuela, Trinidad, Margarita and Tobago ... From the French of M. Lavaysse: with an introduction and explanatory notes, by the editor. [The editor's introduction signed: E. B., i.e. Edward Blaquiere. With a map.]]","DAUXION LAVAYSSE, Jean François."
872421,Lewes,1766,William Lee,The Coronation of David. [A play.] Written in M.DCC.LXIII. By a Sussex clergyman [i.e. Joseph Wise]. MS. note: Appendix,
872433,London,1872,James Nisbet & Co.,David's Vision: with a preliminary dissertation showing David's prophecy of Christ. By a pilgrim to the Holy Land [i.e. Edward Falkener]: Appendix,
873381,Kolding,1887,,"Fællesrejsen til England og Skotland 1887, foranstaltet af Rejsestipendieforeningen. Rejseberetning ... Med Illustrationer, tegnede af Knud Larsen","DAVIDSEN, N."
873423,Springfield,1874,Illinois Journal Co.,"A Complete History of Illinois from 1673 to 1873, etc","DAVIDSON, Alexander - of Springfield, Illinois, and STUVÉ (Bernard)"
874021,London,1860,Lovell Reeve,"The Conway in the Stereoscope. Illustrated by Roger Fenton ... With notes, descriptive and historical, by James Bridge Davidson","DAVIDSON, James Bridge."
874068,London,1839,J. L. Cox & Sons,"Notes taken during Travels in Africa, etc. [Edited by T. Davidson. With lithographed plates.]","DAVIDSON, John - F.R.S., F.S.A"
874107,London,1890,Ward & Downey,Perfervid. The career of Ninian Jamieson ... With twenty-three illustrations by Harry Furniss,"Davidson, John"
874210,London,1872,Strahan & Co.,"The True History of Joshua Davidson. [By Elizabeth Lynn, afterwards Linton.]","DAVIDSON, Joshua."
874211,London,1873,Strahan & Co.,"[The True History of Joshua Davidson. [By Elizabeth Lynn, afterwards Linton.]]","DAVIDSON, Joshua."
874293,Philadelphia,1841,Lea & Blanchard,"Poetical Remains of the late Lucretia Maria Davidson, collected and arranged by her mother [i.e. Margaret Miller Davidson]: with a biography, by Miss Sedgwick","DAVIDSON, Lucretia Maria."
875694,London,1874,Frederick Warne,"Other Men's Minds; or, Seven thousand choice extracts on history, science, philosophy, religion ... selected from the standard authorship of ancient and modern times, and classified in alphabetical order. By E. Davies, etc. [With plates.]","DAVIES, Edwin - Rev"
875936,Edinburgh,1890,William Blackwood & Sons,"Our Home in Aveyron, with studies of peasant life and customs in Aveyron and the Lot ... With illustrations","DAVIES, George Christopher - and BROUGHALL (Mary)"
877395,York,1883,“Daily Herald” Office,"[Historical Notices of the Edifice called the King's Manor, situate near the walls of the City of York. [An offprint from the twenty-ninth Report of the Yorkshire Archæological Society. With plates.]]","DAVIES, Robert - F.S.A"
877399,London,1880,Chapman & Hall,Walks through the City of York. By R. Davies ... Edited by his widow (Elizabeth Davies),"DAVIES, Robert - F.S.A"
877508,London,1869,Provost & Co.,Dover. With photographic illustrations by Russell Sedgfield,"DAVIES, Samuel J."
877612,York,1860,Rudd & Carlton,Answer to Hugh Miller and Theoretic Geologists,"DAVIES, Thomas Alfred."
878077,Boston,1805,Russell & Cutler,"Discourses on Davila. A series of papers, on political history. Written in the year 1790, and then published in the Gazette of the United States. By an American citizen [i.e. John Adams, President of the United States of America]","DAVILA, Enrico Caterino."
878149,Paris,1874,,L'Espagne ... Illustrée de 309 gravures dessinées sur bois par Gustave Doré,"DAVILLIER, Jean Charles - Baron"
878150,London,1876,"Sampson Low, Marston, Low, & Searle",Spain ... Illustrated by Gustave Doré. Translated by J. Thomson,"DAVILLIER, Jean Charles - Baron"
878151,London,1881,Bickers & Son,[Spain ... Illustrated by Gustave Doré. Translated by J. Thomson.],"DAVILLIER, Jean Charles - Baron"
878152,Milano,1874,,Viaggio in Ispagna ... Illustrato da oltre 300 disegni di Gustavo Doré,"DAVILLIER, Jean Charles - Baron"
878968,Boston,1851,Tappan & Whittemore,"The Half-Century; or, a History of changes that have taken place, and events that have transpired, chiefly in the United States, between 1800 and 1850. With an introduction by Mark Hopkins","DAVIS, Emerson."
879248,London,1859,J. Russell Smith,The Memorials of the Hamlet of Knightsbridge. With notices of its immediate neighbourhood ... Edited by Charles Davis. [With plates.],"DAVIS, Henry George."
879557,London,1863,"Sampson, Low, Son, & Co.","Tracks of McKinlay and Party across Australia. By John Davis, one of the expedition. Edited from Mr. Davis's manuscript journal; with an introductory view of the recent Australian explorations of McDouall Stuart, Burke and Wills, Landsborough, etc., by William Westgarth ... With map and illustrations [including a portrait.]","DAVIS, John - of Adelaide"
880329,York,1895,Harper & Bros.,About Paris ... Illustrated by Charles Dana Gibson,"DAVIS, Richard Harding."
880338,London,1897,William Hienemann,[Cuba in War Time ... Illustrated by Frederic Remington.],"DAVIS, Richard Harding."
880340,York,1897,Robert Howard Russell,Dr. Jameson's Raiders vs. the Johannesburg Reformers. [With plates.],"DAVIS, Richard Harding."
880362,London,1897,William Heinemann,[Soldiers of Fortune ... [A novel.] With illustrations by C. D. Gibson.],"DAVIS, Richard Harding."
880676,St. Louis,1876,A. J. Hall & Co.,"An Illustrated History of Missouri. Comprising its early record, and civil, political, and military history from the first exploration to the present time. Including ... biographical sketches of prominent citizens. [With plates.]","DAVIS, Walter Bickford - and DURRIE (Daniel Steele)"
880677,St. Louis,1876,,"A Complete History of Missouri, from 1541 to 1876. By W. B. Davis and D. S. Durrie. Extracts from leading journals of the State. [An advertisement for W. B. Davis and D. S. Durrie's ""An Illustrated History of Missouri,"" containing extracts from reviews.]: An Illustrated History of Missouri. Comprising its early record, and civil, political, and military history from the first exploration to the present time. Including ... biographical sketches of prominent citizens. [With plates.]","DAVIS, Walter Bickford - and DURRIE (Daniel Steele)"
880818,Boston,1899,Ginn & Co.,Physical Geography. By W. M. Davis ... assisted by William Henry Snyder. [With plates.],"DAVIS, William Morris."
880857,"Doylestown, Pa",1899,Doylestown Publishing Co.,"The Fries Rebellion, 1789-99. An armed resistance to the House Tax Law, passed by Congress, July 9, 1789, in Bucks and Northampton Counties, Pennsylvania. [With plates, including a portrait of the author.]","DAVIS, William Watts Hart."
881358,London,1873,John Maxwell & Co.,"Lucius Davoren; or, Publicans and sinners. A novel. By the author of 'Lady Audley's Secret' [i.e. Mary E. Braddon, afterwards Maxwell], etc","DAVOREN, Lucius."
881381,London,1832,James Duncan,"The Year of Liberation: a journal of the defence of Hamburgh against the French army under Marshal Davoust, in 1813, etc. [By George Croly.]","Davout, Louis Nicolas - duc d'Auerstædt et prince d'Eckmühl"
881758,Évreux,1876,,"Études sur la Révolution française. Les conventionnels de l'Eure, Buzot, Duroy, Lindet, à travers l'histoire. [Edited by Marie Davy. With a portrait.]","DAVY, Jules Nicolas."
882191,London,1782,,An Elegy by a Son on the Loss of a Mother [i.e. Anna Dawes]: written in a church-yard on his birth-day. With an introductory discourse on selfishness in sorrow,"DAWES, Manasseh.|DAWES, Richard - M.A., Master of the Grammar School, Newcastle-upon-Tyne"
882442,London,1864,"Smith, Elder & Co.","Darkest before Dawn. By the author of “The Cruelest Wrong of All” [i.e. Annie Turner, afterwards Tinsley], etc. [A novel.]",
882447,London,1885,John & Robert Maxwell,The Dawn of Day. By the author of “Thy Name is Truth” [i.e. Fannie Gallaher]. [A novel.],
882872,London,1891,Chatto & Windus,"The Fountain of Youth. [A novel.] By Erasmus Dawson, M.B. Edited by Paul Devon. [In fact, the whole written by Paul Devon.]","DAWSON, Erasmus."
883008,York,1858,"Johnson, Fry & Co.","Battles of the United States, by Sea and Land: embracing those of the Revolutionary and Indian Wars, the War of 1812, and the Mexican War; with important official documents ... Illustrated with ... steel engravings ... from original paintings by Alonzo Chappel","Dawson, Henry B. (Henry Barton)"
883697,London,1880,Hodder & Stoughton,"The Twa Miss Dawsons. By the author of “The Bairns” [i.e. Margaret M. Robertson], etc",
883737,London,1808,Appleyards,"The Day after the Wedding; or, a Wife's first lesson. An interlude. [By Marie T. De Camp.]",
883743,London,1751,6. W. Owen,A Day in Vacation at College. A burlesque poem. [By William Dodd.],
884082,London,1805,Cadell & Davies,"Select Miscellaneous Productions, of Mrs Day, and Thomas Day, Esq. in verse and prose: also, some detached pieces of poetry, by Thomas Lowndes, Esq. consisting of the first 52 pages","DAY, Esther."
884595,New Haven,1834,Hezekiah Howe & Co.,The Literary Remains of Martha Day; with Rev. Dr. Fitch's address at her funeral; and sketches of her character. [The editor's preface signed: H. L. C.],"DAY, Martha."
885003,London,1825,John Nichols & Son,"A Picturesque Tour through the Principal Parts of Yorkshire and Derbyshire ... With illustrative notes by Edward Wedlake Brayley ... Second edition. [With plates, including a portrait.]","Dayes, Edward"
885116,London,1888,Ernest Nister,"“As thy Days, so shall thy Strength be.” Daily texts and hymns for a month. Illustrated by Fred. Hines",
885121,London,1857,Hurst & Blackett,"The Days of my Life. An autobiography. By the author of “Margaret Maitland” [i.e. Margaret O. Oliphant], etc",
885261,Dublin,1764,Printed for the Author,"Poems on Several Occasions. By a Lady of Quality. [The dedication signed: D- D'B-, i.e. Dorothea Dubois.]","D'B-, D-"
885451,London,1852,Colburn & Co.,Annette. A tale ... With a memoir of the author by the Hon. Sir T. N. Talfourd,"Deacon, William Frederick"
885464,London,1874,Richard Bentley & Son,In the Dead of Night. A novel. [By Thomas W. Speight.],
885475,London,1868,"Ward, Lock, & Tyler","Dead-Sea Fruit. A novel. By the author of “Lady Audley's Secret,” etc., etc., etc. [i.e. Mary E. Braddon.]",
885578,Pest,1842,,"Követ jelentés az 1839-40 ki országgyülesről, etc","DEÁK, Ferenc - Politician and HERTELENDY (Károly)"
886569,Cambridge,1886,,"John and Sebastian Cabot. A study ... Reprinted from the Narrative and Critical History of America, etc","DEANE, Charles - of Cambridge, Massachusetts"
886577,Cambridge,1876,John Wilson & Son,Notes on a recently discovered Indenture relating to David Thomson of Piscataqua and Massachusetts Bay in New England ... With a copy of the indenture. (Reprinted from the Proceedings of the Massachusetts Historical Society.),"DEANE, Charles - of Cambridge, Massachusetts"
886606,Birmingham,1890,Herald Press,The Future of Geology. (Reprinted from the Proceedings of the Birmingham Philosophical Society.),"DEANE, George - D.Sc., F.G.S|DEANE, John Marshall."
886968,London,1892,A. D. Innes & Co.,"Dear. By the author of “Tip-Cat” [i.e. Evelyn Whitaker], etc",
886969,London,1893,,"[Dear. By the author of “Tip-Cat” [i.e. Evelyn Whitaker], etc.]",
887428,London,1846,E. Lloyd,"The Death Ship; or, the Pirate's bride and the maniac of the deep. A nautical romance. By the author of “Gallant Tom” [i.e. T. P. Prest], etc",
887488,London,1879,Printed for the Author,How the Parish of Debach borrowed £400 and refused to pay it all back. [By Ralph Thomas.],
887633,London,1677,John Amery,"The Debauchee: or, the Credulous cuckold, a comedy, etc. [Adapted by Aphra Behn from Richard Brome's “Mad Couple well matched.”]",
887647,Paris,1890,,Histoire et description du département de l'Oise ... Canton de Clermont. [With a map.],"DEBAUVE, Alphonse - and ROUSSEL (Ernest) Archiviste de l'Oise"
888450,London,1821,John Warren,"[Proceedings in Parga and the Ionian Islands, with a series of correspondence and other justificatory documents. [With a map.]]","DE BOSSET, Charles Philip."
888451,London,1822,Rodwell & Martin,"[Proceedings in Parga and the Ionian Islands, with a series of correspondence and other justificatory documents. [With a map.]]","DE BOSSET, Charles Philip."
